,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Default,HighMonthlyCharges,ShortTenure
2373,4710,0,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,1,117.15,8529.5,0,1,0
2822,639,0,0,1,0,41.0,1,0,2,1,1,1,1,1,1,2,0,1,20.65,875.55,0,0,0
4248,6575,0,0,0,1,40.0,1,0,0,2,0,0,2,2,0,0,1,1,64.1,2460.35,0,0,0
160,4633,0,0,1,1,14.0,1,0,1,0,0,0,0,0,2,0,1,0,80.9,1152.8,0,1,1
2413,4684,0,0,1,1,45.0,1,0,2,1,1,1,1,1,1,2,0,3,20.85,892.15,0,0,0
1546,1665,1,0,0,0,72.0,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1,0,0,0
1780,1582,1,1,0,0,65.0,1,2,1,2,0,2,2,2,2,2,1,2,109.05,7108.2,0,1,0
1694,170,1,0,1,1,7.0,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,0,0,1
2679,1256,0,1,0,0,4.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,91.45,0,0,1
1479,6668,1,0,1,1,45.0,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,0,1,0
4869,6649,1,0,1,0,71.0,1,2,1,0,2,2,2,2,2,1,1,0,113.15,7953.25,0,1,0
3220,2424,1,0,1,0,41.0,1,2,1,0,2,0,0,0,0,0,1,2,80.25,3439.0,0,1,0
5367,326,1,0,1,1,65.0,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1715.1,0,0,0
6107,6884,0,0,1,0,64.0,1,2,0,2,0,2,2,2,2,2,1,1,85.0,5484.4,0,1,0
2938,3701,1,0,1,1,68.0,1,2,2,1,1,1,1,1,1,2,1,0,24.0,1664.3,0,0,0
6360,1305,0,0,0,0,68.0,1,2,1,2,2,0,2,2,2,2,0,1,110.25,7279.35,0,1,0
448,2038,0,0,0,1,18.0,1,2,0,2,0,0,0,0,2,0,0,2,64.8,1166.7,0,0,1
2005,4985,0,1,0,0,9.0,1,0,1,0,0,2,0,0,0,0,0,1,75.5,637.4,0,1,1
2367,5654,1,0,1,1,49.0,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1838.15,0,0,0
2378,3898,0,0,1,1,66.0,1,0,0,0,0,0,2,0,0,1,1,1,49.4,3251.85,0,0,0
3449,2623,1,0,1,0,36.0,0,1,0,2,0,2,0,0,0,1,0,3,35.35,1317.95,0,0,0
3,2558,1,0,0,0,2.0,1,0,0,2,2,0,0,0,0,0,1,3,53.85,108.15,1,0,1
5,6500,0,0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,70.7,151.65,1,1,1
6,6540,0,0,0,0,8.0,1,2,1,0,0,2,0,2,2,0,1,2,99.65,820.5,1,1,1
9,5593,0,0,1,0,28.0,1,2,1,0,0,2,2,2,2,0,1,2,104.8,3046.05,1,1,1
15,174,1,0,0,0,49.0,1,2,1,0,2,2,0,2,2,0,1,0,103.7,5036.3,1,1,0
21,2930,0,0,1,1,10.0,1,0,0,0,0,2,2,0,0,0,0,1,55.2,528.35,1,0,1
23,6196,1,1,0,0,1.0,0,1,0,0,0,2,0,0,2,0,1,2,39.65,39.65,1,0,1
25,723,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1,0,1
30,4574,1,0,1,1,47.0,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15,1,1,0
31,6108,1,0,1,1,1.0,0,1,0,0,2,0,0,0,0,0,0,2,30.2,30.2,1,0,1
33,6188,0,0,0,1,17.0,1,0,0,0,0,0,0,2,2,0,1,3,64.7,1093.1,1,0,1
41,4282,1,0,0,0,5.0,1,0,1,0,0,0,0,0,0,0,1,2,69.7,316.9,1,0,1
43,3819,1,0,0,0,34.0,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,1,1,0
44,5792,0,0,0,0,11.0,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,1,1,1
52,5499,0,0,0,0,2.0,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,1,1,1
56,6619,0,0,0,0,15.0,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,1,1,1
58,5295,0,1,1,0,8.0,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,1,1,1
60,1128,1,1,0,0,18.0,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1,1,1
69,4034,0,0,0,0,9.0,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,1,1,1
85,4181,0,0,0,1,1.0,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,1,1,1
87,6477,0,0,1,0,7.0,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,1,1,1
100,6088,0,0,0,0,12.0,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,1,1,1
102,173,1,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,1,0,1
104,3199,0,1,1,0,25.0,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,1,1,1
109,2228,1,0,1,0,68.0,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,1,1,0
115,327,1,0,1,0,55.0,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,1,1,0
118,3410,0,1,1,0,37.0,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,1,1,0
122,3754,0,0,1,1,10.0,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,1,1,1
127,274,1,0,0,0,3.0,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,1,1,1
131,3071,0,1,0,0,27.0,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5,1,1,1
136,4393,0,0,1,1,25.0,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,1,0,1
138,2154,1,0,0,0,1.0,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1,0,1
139,1631,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1,0,1
144,262,0,1,1,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,1,1
146,2856,0,0,0,0,8.0,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1,1,1
152,1445,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,0,1
156,2718,1,0,0,0,7.0,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1,1,1
166,589,0,0,1,0,20.0,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1,1,1
171,2353,0,0,0,0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,1,1,1
173,2400,1,1,1,0,58.0,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,1,0,0
176,1268,0,0,1,0,2.0,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1,1,1
178,475,0,0,1,0,53.0,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,1,1,0
181,1816,0,1,0,0,15.0,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1,1,1
182,1397,0,1,0,0,7.0,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,1,1,1
185,4466,0,0,0,0,1.0,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1,0,1
187,6581,1,0,0,0,8.0,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,1,1,1
189,1287,0,0,0,0,13.0,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1,1,1
190,692,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,0,1
196,1694,1,0,1,0,6.0,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,1,1,1
212,884,1,0,0,0,1.0,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1,1,1
213,5547,0,0,0,0,19.0,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,1,1,1
215,5556,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1,0,1
225,6610,0,0,0,0,4.0,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,1,0,1
228,507,1,0,1,0,4.0,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35,1,0,1
232,1520,0,0,1,0,1.0,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2,1,0,1
237,6302,1,0,0,0,1.0,1,0,1,2,0,0,0,0,2,0,1,3,84.6,84.6,1,1,1
240,861,1,0,0,0,2.0,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1,0,1
243,54,0,1,0,0,11.0,1,0,1,0,2,0,0,2,2,0,1,2,95.0,1120.3,1,1,1
252,7001,1,1,0,0,15.0,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3,1,1,1
253,207,1,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,1,0,1
256,3223,0,0,1,1,2.0,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15,1,1,1
257,6689,1,1,1,0,1.0,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,1,0,1
263,3495,0,0,1,0,2.0,1,0,0,0,0,0,0,0,0,0,1,1,44.6,80.55,1,0,1
265,5161,1,1,0,0,3.0,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2,1,0,1
266,2517,1,1,0,0,13.0,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3,1,1,1
273,4471,1,0,0,0,59.0,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6,1,0,0
275,3055,0,1,0,0,16.0,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2,1,1,1
277,4507,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8,1,0,1
279,4197,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,3,70.6,70.6,1,1,1
280,4552,1,0,1,0,5.0,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1,1,1,1
281,3118,0,0,1,0,52.0,1,2,1,0,2,2,0,2,2,0,1,2,105.05,5624.85,1,1,0
289,6687,1,0,1,1,18.0,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95,1,1,1
292,3958,1,0,1,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70.0,1,0,1
293,2430,1,1,0,0,8.0,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55,1,1,1
294,2498,1,0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4,1,0,1
295,5324,1,1,0,0,24.0,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1712.7,1,1,1
304,4525,0,0,0,1,1.0,1,0,1,2,0,0,0,0,0,0,1,3,73.6,73.6,1,1,1
306,5746,0,1,0,0,4.0,1,2,1,0,0,0,0,2,2,0,1,2,95.45,396.1,1,1,1
311,163,1,1,1,0,32.0,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2303.35,1,1,0
319,5345,1,0,0,0,5.0,1,0,1,0,0,0,0,2,0,0,1,2,80.6,415.55,1,1,1
322,1592,0,0,1,1,38.0,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,1,1,0
323,1958,1,1,1,0,24.0,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,1,1,1
325,3533,0,1,0,0,54.0,1,2,0,2,2,0,2,2,2,1,0,0,82.45,4350.1,1,1,0
332,4097,0,1,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,70.35,139.05,1,0,1
338,75,0,0,0,0,7.0,1,2,1,0,0,0,0,0,0,0,1,2,73.85,511.25,1,1,1
339,1982,0,0,0,0,2.0,1,2,1,0,0,2,0,0,0,0,0,3,80.6,155.8,1,1,1
340,3013,1,0,1,1,68.0,1,2,0,0,2,2,2,0,2,1,1,0,75.8,5293.95,1,1,0
341,4728,0,0,0,0,43.0,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,1,1,0
344,924,1,0,1,0,63.0,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,1,1,0
351,1369,0,0,0,0,2.0,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2,1,1,1
358,126,1,0,1,1,4.0,1,2,1,0,2,2,0,0,0,0,1,0,84.8,371.9,1,1,1
359,428,0,1,0,0,21.0,0,1,0,2,0,0,0,2,0,0,1,2,41.9,840.1,1,0,1
360,3182,0,0,0,0,10.0,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0,1,1,1
363,6381,1,1,1,0,27.0,0,1,0,2,0,0,0,0,0,0,0,1,30.75,805.1,1,0,1
370,683,1,0,0,0,5.0,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55,1,1,1
376,159,1,0,0,0,2.0,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5,1,1,1
382,6751,0,0,1,0,25.0,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2566.5,1,1,1
386,4894,1,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,1,0,1
388,3646,1,0,0,0,1.0,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85,1,1,1
390,3444,1,1,1,0,11.0,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,1,0,1
391,363,0,1,1,0,55.0,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7,1,1,0
402,4667,0,0,0,0,34.0,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2524.45,1,1,0
407,670,1,0,1,1,69.0,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,1,1,0
413,3357,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9,1,0,1
414,5655,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1,0,1
415,217,1,1,0,0,3.0,1,2,1,0,2,0,0,0,0,0,1,2,81.35,233.7,1,1,1
423,391,0,0,1,1,22.0,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1,1,1
424,3941,0,1,0,0,1.0,1,0,1,0,0,2,0,0,0,0,1,0,75.3,75.3,1,1,1
435,6388,0,0,1,1,61.0,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1182.55,1,0,0
438,2048,1,0,0,0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,45.4,518.9,1,0,1
450,5494,0,0,0,0,60.0,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,1,1,0
451,2875,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55,1,0,1
458,155,0,0,1,1,28.0,1,0,1,0,0,0,0,0,2,0,1,2,81.05,2227.1,1,1,1
467,602,1,0,1,1,4.0,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,1,1,1
468,2682,1,0,0,0,7.0,1,2,1,0,2,0,0,2,2,0,1,2,99.8,673.25,1,1,1
474,3234,0,0,1,1,13.0,1,0,0,0,0,0,0,0,2,0,0,2,55.95,734.35,1,0,1
476,2499,1,0,0,0,1.0,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,1,0,1
479,6604,0,0,1,1,1.0,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,1,1
480,1617,1,0,0,0,24.0,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,1,1,1
483,190,1,0,0,0,5.0,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1,1,1
484,4406,0,0,0,1,15.0,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8,1,0,1
486,304,0,0,1,0,48.0,0,1,0,2,0,2,0,0,2,0,1,0,45.3,2145.0,1,0,0
489,4205,0,0,1,1,8.0,1,0,1,0,2,0,0,2,0,0,1,2,83.55,680.05,1,1,1
494,5925,1,0,0,1,1.0,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,1,1,1
497,261,0,0,1,0,2.0,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4,1,1,1
500,5821,1,0,0,0,22.0,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6,1,0,1
503,4414,0,1,0,0,5.0,0,1,0,0,2,0,0,0,0,0,0,2,28.45,131.05,1,0,1
504,5517,0,0,0,0,12.0,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45,1,1,1
510,3972,0,1,0,0,20.0,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1782.4,1,1,1
512,5119,1,0,1,0,2.0,1,0,1,0,0,0,2,2,2,0,1,2,94.2,167.5,1,1,1
513,3232,0,0,1,1,6.0,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,1,1,1
517,4211,0,1,1,0,5.0,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,1,1,1
520,6613,1,0,0,0,40.0,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95,1,1,0
523,157,0,1,1,0,27.0,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1929.35,1,1,1
528,4833,0,0,0,0,23.0,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1758.6,1,1,1
529,5944,1,0,1,0,34.0,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3480.0,1,1,0
539,6528,0,0,0,0,1.0,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85.0,1,1,1
548,923,1,0,0,0,10.0,1,2,1,0,0,0,0,2,0,0,1,0,86.05,834.1,1,1,1
549,1939,1,0,0,0,13.0,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597.0,1,0,1
551,4953,1,0,1,1,39.0,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266.0,1,1,0
559,3756,1,0,0,0,32.0,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2596.15,1,1,0
573,641,0,0,0,0,35.0,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3527.6,1,1,0
578,3295,1,0,1,0,56.0,1,2,1,0,2,0,0,2,2,1,0,1,100.3,5614.45,1,1,0
585,837,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55,1,0,1
586,2527,0,0,0,0,1.0,1,0,1,2,0,0,0,0,0,0,0,3,75.3,75.3,1,1,1
587,1977,0,1,0,0,4.0,1,2,1,0,0,2,0,2,0,0,1,2,89.2,346.2,1,1,1
590,3672,0,1,0,0,1.0,1,2,1,0,0,0,0,2,0,0,1,2,85.7,85.7,1,1,1
600,489,0,0,0,0,12.0,1,2,0,2,0,2,2,0,0,0,1,3,61.65,713.75,1,0,1
614,2383,0,1,1,0,65.0,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4,1,1,0
615,4626,1,0,1,1,9.0,0,1,0,0,2,0,0,0,0,0,1,2,29.95,248.95,1,0,1
616,3335,0,0,1,1,9.0,1,0,0,2,2,2,2,0,0,0,0,3,65.0,663.05,1,0,1
629,682,0,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,0,0,20.0,137.6,1,0,1
634,3168,1,1,1,0,49.0,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25,1,1,0
635,3588,1,1,1,1,43.0,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,1,1,0
640,5113,0,0,1,1,65.0,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,1,1,0
643,3459,1,1,1,1,56.0,1,2,1,2,0,2,0,2,2,1,1,0,104.55,5794.65,1,1,0
644,110,1,0,1,0,10.0,1,2,1,0,0,0,0,0,2,0,1,2,85.25,855.3,1,1,1
646,3186,0,0,1,1,43.0,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3,1,0,0
647,663,1,0,0,0,1.0,1,0,1,0,0,0,0,2,2,0,1,2,89.55,89.55,1,1,1
650,1113,1,1,1,0,20.0,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65,1,1,1
651,606,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,1,0,1
653,3991,0,1,0,0,2.0,1,2,1,0,2,0,0,0,2,0,0,2,89.5,161.5,1,1,1
655,6734,0,0,0,0,3.0,1,0,1,0,0,0,0,0,0,0,1,0,69.55,222.3,1,0,1
656,1359,0,0,0,0,1.0,1,0,1,0,0,2,0,0,0,0,1,3,74.6,74.6,1,1,1
659,2911,0,1,0,0,8.0,1,0,2,1,1,1,1,1,1,0,0,2,19.65,164.3,1,0,1
663,3105,1,0,1,1,2.0,1,0,2,1,1,1,1,1,1,1,0,3,19.85,35.9,1,0,1
665,3998,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,1,3,24.25,96.05,1,0,1
671,5327,0,0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15,1,0,1
673,2705,0,0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,3,45.65,191.05,1,0,1
677,2286,0,0,0,0,1.0,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05,1,1,1
679,559,1,1,0,0,52.0,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2550.9,1,0,0
682,557,0,0,0,0,2.0,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25,1,0,1
685,997,1,0,1,1,1.0,1,0,1,0,0,0,0,0,2,0,0,2,80.0,80.0,1,1,1
692,40,1,1,0,0,2.0,1,0,0,2,0,0,0,0,0,0,1,2,49.25,91.1,1,0,1
698,1564,0,0,0,0,3.0,1,2,1,0,0,0,0,0,0,0,1,1,75.1,270.7,1,1,1
702,4160,1,0,1,1,3.0,1,0,0,0,0,2,0,0,0,0,1,2,50.15,168.15,1,0,1
710,5065,0,0,0,0,25.0,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35,1,1,1
715,698,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,1,0,1
727,3488,0,0,1,1,4.0,1,2,1,0,0,0,0,0,2,0,1,2,85.95,381.3,1,1,1
728,1090,1,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,1,2,45.35,141.5,1,0,1
729,3720,1,1,1,0,33.0,1,2,1,0,0,0,0,2,2,0,1,2,94.5,3105.55,1,1,0
733,1848,0,1,0,0,30.0,1,2,1,2,2,2,0,0,0,0,0,1,91.7,2758.15,1,1,0
735,4558,0,0,0,0,45.0,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3941.7,1,1,0
747,3618,1,0,0,0,10.0,1,2,1,2,0,0,0,2,2,0,0,2,98.55,1008.55,1,1,1
760,4733,1,1,0,0,20.0,1,2,1,0,0,2,0,2,2,0,1,2,98.55,1842.8,1,1,1
763,1481,0,0,0,1,15.0,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55,1,1,1
766,1273,0,0,0,0,22.0,1,0,1,0,0,0,0,2,2,0,0,2,89.25,1907.85,1,1,1
767,5228,1,0,1,0,3.0,1,0,1,0,0,0,0,0,0,0,1,2,70.3,208.85,1,0,1
776,143,1,0,0,0,15.0,1,2,1,0,0,0,0,2,2,0,1,2,93.35,1444.65,1,1,1
777,2736,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,1,0,1
778,4120,0,0,1,0,5.0,1,0,1,2,0,2,0,0,2,0,1,3,88.9,454.15,1,1,1
779,1371,1,0,1,0,33.0,1,0,1,0,0,2,0,2,2,1,1,2,95.8,3036.75,1,1,0
782,5187,1,0,0,0,2.0,1,2,1,0,2,0,0,0,0,0,1,2,82.0,184.65,1,1,1
784,206,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,2,45.35,89.5,1,0,1
788,3265,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,1,2,52.2,52.2,1,0,1
790,474,0,1,0,0,46.0,1,2,1,2,2,2,0,2,2,1,1,2,110.0,4874.8,1,1,0
804,2095,1,0,0,0,62.0,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4,1,1,0
806,999,0,0,0,0,10.0,1,2,1,0,0,0,2,2,2,0,1,2,98.5,1058.25,1,1,1
809,2186,1,0,0,0,6.0,1,0,1,0,2,0,0,2,0,0,1,2,85.35,489.45,1,1,1
813,2986,1,0,1,0,40.0,1,2,1,0,2,0,0,2,2,0,1,2,101.3,4113.1,1,1,0
814,1229,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,1,0,1
815,1532,1,0,0,0,58.0,1,2,1,0,2,2,0,2,2,1,1,0,103.25,6017.65,1,1,0
816,3416,1,0,0,0,70.0,1,2,1,2,0,0,2,2,2,2,1,1,104.0,7250.15,1,1,0
821,4441,0,0,0,0,2.0,1,0,1,0,0,2,0,0,2,0,1,3,86.2,178.7,1,1,1
823,71,1,0,1,0,21.0,1,2,1,0,2,2,2,2,2,0,1,2,111.2,2317.1,1,1,1
830,1585,0,0,1,1,16.0,1,0,1,0,2,2,0,2,0,0,1,1,89.45,1430.25,1,1,1
831,2541,1,1,1,0,7.0,1,2,1,0,0,0,0,2,2,0,1,0,95.6,644.35,1,1,1
833,2168,1,0,1,1,60.0,1,0,1,0,2,2,0,2,0,1,0,2,90.95,5453.4,1,1,0
835,6415,0,0,1,0,50.0,1,2,1,2,2,0,2,2,2,1,0,2,108.55,5610.7,1,1,0
839,6497,0,1,0,0,4.0,1,0,1,0,0,0,0,2,0,0,1,2,78.85,292.8,1,1,1
842,4950,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4,1,0,1
845,496,0,1,0,0,55.0,1,2,1,0,0,2,0,2,2,1,1,2,100.0,5509.3,1,1,0
847,704,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,1,0,0,19.8,229.6,1,0,1
849,2106,1,0,0,0,1.0,1,0,1,0,0,0,0,2,2,0,1,2,89.9,89.9,1,1,1
860,1639,0,0,0,1,62.0,1,2,1,0,0,2,0,2,2,1,1,2,100.15,6413.65,1,1,0
862,1497,1,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,0,2,50.8,50.8,1,0,1
867,649,1,1,1,0,20.0,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5,1,1,1
868,6999,0,0,0,0,3.0,1,0,1,0,2,0,0,2,2,0,1,2,95.1,307.4,1,1,1
869,2889,1,0,0,0,22.0,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55,1,1,1
870,2562,1,0,1,0,4.0,1,0,1,0,0,2,2,0,0,0,1,3,80.6,319.15,1,1,1
873,2307,1,0,1,0,59.0,1,2,1,0,0,0,0,0,2,1,0,2,85.55,5084.65,1,1,0
878,3572,0,0,0,0,60.0,0,1,0,0,2,0,0,2,2,0,1,2,50.8,3027.4,1,0,0
881,119,0,0,0,0,15.0,1,0,1,2,0,2,2,2,2,0,0,2,105.1,1582.75,1,1,1
885,6936,1,0,0,0,10.0,1,0,1,2,2,2,2,2,2,0,1,2,110.1,1043.3,1,1,1
887,2740,0,0,0,0,6.0,1,0,1,0,0,2,0,0,2,0,0,2,83.9,497.55,1,1,1
894,5333,0,0,1,1,63.0,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,1,1,0
896,2674,1,0,1,1,50.0,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9,1,1,0
898,6493,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,2,24.6,24.6,1,0,1
903,3008,0,0,0,0,12.0,1,0,1,2,0,0,2,2,2,0,1,0,98.9,1120.95,1,1,1
